inputLeft outputLeft inputRight outputRight
1299 29185 1289 29185 
1300 29313 1290 29313 
1300 29313 1290 29313 
1301 29441 1290 29441 
1301 29441 1290 29441 
1302 29569 1290 29569 
1302 29569 1290 29569 
1302 29697 1291 29697 
1302 29697 1291 29697 
1303 29825 1290 29825 
1303 29825 1290 29825 
1305 29953 1292 29953 
1305 29953 1292 29953 
1304 30081 1292 30081 
1304 30081 1292 30081 
1307 30209 1294 30209 
1307 30209 1294 30209 
1307 30337 1292 30337 
1307 30337 1292 30337 
1307 30465 1293 30465 
1307 30465 1293 30465 
1307 30593 1295 30593 
1307 30593 1295 30593 
1309 30721 1296 30721 
1309 30721 1296 30721 
1308 30849 1298 30849 
1308 30849 1298 30849 
1306 30977 1298 30977 
1306 30977 1298 30977 
1308 31105 1299 31105 
1308 31105 1299 31105 
1310 31233 1300 31233 
1310 31233 1300 31233 
1311 31361 1302 31361 
1311 31361 1302 31361 
1311 31489 1301 31489 
1311 31489 1301 31489 
1312 31617 1301 31617 
1312 31617 1301 31617 
1309 31745 1301 31745 
1309 31745 1301 31745 
1311 31873 1302 31873 
1311 31873 1302 31873 
1311 32001 1302 32001 
1311 32001 1302 32001 
1311 32129 1303 32129 
1311 32129 1303 32129 
1311 32257 1302 32257 
1311 32257 1302 32257 
1313 32385 1306 32385 
1313 32385 1306 32385 
1315 32513 1310 32513 
1315 32513 1310 32513 
1320 32641 1316 32641 
1319 32767 1314 32767 
1319 32767 1314 32767 
